floor,point_id,ssid,bssid,rssi_dbm,channel,width_mhz,band,security_string
Second,57,Plainsboro-Public-Library,8a:15:04:52:23:c0,-39.0,6,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:04:53:33:90,-44.0,6,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:14:52:23:c0,-49.0,153,20,5GHz,[ESS][Unknown]
Second,57,[Hidden],8a:15:14:52:23:cf,-51.0,153,20,5GHz,[WEP][ESS][WEP]
Second,57,Plainsboro-Public-Library,8a:15:04:53:49:40,-57.0,6,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:04:53:49:70,-58.0,6,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-58.0,6,20,2.4GHz,[ESS][Unknown]
Second,57,[Hidden],e2:55:7d:bc:13:6f,-58.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,57,[Hidden],8a:15:04:53:49:7f,-59.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,57,Plainsboro-Public-Library,8a:15:04:53:3c:30,-60.0,11,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:04:51:e6:20,-60.0,1,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:14:53:33:90,-61.0,36,80,5GHz,[ESS][Unknown]
Second,57,CP1300-938B59,f8:a2:6d:93:8b:59,-61.0,2,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:14:53:49:70,-64.0,157,40,5GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:14:51:e6:20,-68.0,149,20,5GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,8a:15:14:53:3c:30,-72.0,108,80,5GHz,[ESS][Unknown]
Second,57,[Hidden],8a:15:14:53:3c:3f,-72.0,108,80,5GHz,[WEP][ESS][WEP]
Second,57,Plainsboro-Public-Library,8a:15:14:53:49:40,-74.0,48,80,5GHz,[ESS][Unknown]
Second,57,[Hidden],8a:15:14:53:49:4f,-74.0,48,80,5GHz,[WEP][ESS][WEP]
Second,57,[Hidden],e2:55:6d:bc:13:6f,-79.0,108,80,5GHz,[WEP][ESS][WEP]
Second,57,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-79.0,1,20,2.4GHz,[ESS][Unknown]
Second,57,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-80.0,108,80,5GHz,[ESS][Unknown]
Second,57,[Hidden],da:55:b8:2d:e8:c4,-80.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,57,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-82.0,100,80,5GHz,[ESS][Unknown]
Second,57,[Hidden],8a:15:14:52:1c:8f,-86.0,149,80,5GHz,[WEP][ESS][WEP]
Second,57,Plainsboro-Public-Library,8a:15:14:52:1c:80,-88.0,149,80,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:04:52:23:c0,-47.0,6,20,2.4GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:04:53:33:90,-49.0,6,20,2.4GHz,[ESS][Unknown]
Second,58,[Hidden],8a:15:14:52:23:cf,-57.0,153,20,5GHz,[WEP][ESS][WEP]
Second,58,CP1300-938B59,f8:a2:6d:93:8b:59,-57.0,2,20,2.4GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:14:52:23:c0,-57.0,153,20,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:04:53:49:70,-58.0,6,20,2.4GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:14:53:33:90,-60.0,36,80,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:14:53:49:70,-66.0,157,40,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:04:51:e6:20,-68.0,1,20,2.4GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:04:53:3c:30,-69.0,11,20,2.4GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,8a:15:14:51:e6:20,-70.0,149,20,5GHz,[ESS][Unknown]
Second,58,[Hidden],8a:15:14:53:3c:3f,-73.0,108,80,5GHz,[WEP][ESS][WEP]
Second,58,Plainsboro-Public-Library,8a:15:14:53:3c:30,-74.0,108,80,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-76.0,108,80,5GHz,[ESS][Unknown]
Second,58,[Hidden],e2:55:6d:bc:13:6f,-77.0,108,80,5GHz,[WEP][ESS][WEP]
Second,58,[Hidden],8a:15:14:53:49:4f,-81.0,48,80,5GHz,[WEP][ESS][WEP]
Second,58,Plainsboro-Public-Library,8a:15:14:53:49:40,-81.0,48,80,5GHz,[ESS][Unknown]
Second,58,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-82.0,100,80,5GHz,[ESS][Unknown]
Second,58,[Hidden],da:55:b8:2d:e8:c4,-83.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,59,Plainsboro-Public-Library,8a:15:04:52:23:c0,-47.0,6,20,2.4GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:04:53:33:90,-51.0,6,20,2.4GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:04:53:49:70,-51.0,6,20,2.4GHz,[ESS][Unknown]
Second,59,CP1300-938B59,f8:a2:6d:93:8b:59,-56.0,2,20,2.4GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:04:53:49:40,-57.0,6,20,2.4GHz,[ESS][Unknown]
Second,59,[Hidden],8a:15:14:52:23:cf,-58.0,153,20,5GHz,[WEP][ESS][WEP]
Second,59,Plainsboro-Public-Library,8a:15:14:52:23:c0,-59.0,153,20,5GHz,[ESS][Unknown]
Second,59,[Hidden],8a:15:14:53:33:9f,-61.0,36,80,5GHz,[WEP][ESS][WEP]
Second,59,Plainsboro-Public-Library,8a:15:14:53:33:90,-62.0,36,80,5GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:04:51:e6:20,-64.0,1,20,2.4GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:14:53:49:70,-65.0,157,40,5GHz,[ESS][Unknown]
Second,59,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-65.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,59,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-66.0,6,20,2.4GHz,[ESS][Unknown]
Second,59,[Hidden],e2:55:7d:bc:13:6f,-66.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,59,Plainsboro-Public-Library,8a:15:04:53:3c:30,-71.0,11,20,2.4GHz,[ESS][Unknown]
Second,59,[Hidden],8a:15:14:53:3c:3f,-71.0,108,80,5GHz,[WEP][ESS][WEP]
Second,59,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-73.0,1,20,2.4GHz,[ESS][Unknown]
Second,59,[Hidden],e2:55:6d:bc:13:6f,-74.0,108,80,5GHz,[WEP][ESS][WEP]
Second,59,Plainsboro-Public-Library,8a:15:14:51:e6:20,-74.0,149,20,5GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,8a:15:14:53:3c:30,-74.0,108,80,5GHz,[ESS][Unknown]
Second,59,[Hidden],da:55:b8:2d:e8:c4,-74.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,59,Plainsboro-Public-Library,8a:15:14:53:49:40,-75.0,48,80,5GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-76.0,108,80,5GHz,[ESS][Unknown]
Second,59,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-76.0,100,80,5GHz,[ESS][Unknown]
Second,59,DIRECT-C4-HP Color LJ 4301,26:6a:0e:58:e7:c4,-77.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,60,Plainsboro-Public-Library,8a:15:04:52:23:c0,-32.0,6,20,2.4GHz,[ESS][Unknown]
Second,60,CP1300-938B59,f8:a2:6d:93:8b:59,-51.0,2,20,2.4GHz,[ESS][Unknown]
Second,60,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-58.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,60,[Hidden],e2:55:6d:bc:13:6f,-61.0,108,80,5GHz,[WEP][ESS][WEP]
Second,60,Plainsboro-Public-Library,8a:15:04:51:e6:20,-62.0,1,20,2.4GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,8a:15:14:51:e6:20,-63.0,149,20,5GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-64.0,108,80,5GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,8a:15:04:53:3c:30,-66.0,11,20,2.4GHz,[ESS][Unknown]
Second,60,[Hidden],8a:15:14:53:3c:3f,-67.0,108,80,5GHz,[WEP][ESS][WEP]
Second,60,Plainsboro-Public-Library,8a:15:14:53:3c:30,-68.0,108,80,5GHz,[ESS][Unknown]
Second,60,[Hidden],8a:15:04:53:49:4f,-68.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,60,Plainsboro-Public-Library,8a:15:14:53:49:70,-68.0,157,40,5GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,8a:15:14:53:33:90,-69.0,36,80,5GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,8a:15:04:53:49:40,-69.0,6,20,2.4GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-70.0,1,20,2.4GHz,[ESS][Unknown]
Second,60,[Hidden],da:55:b8:2d:e8:c4,-70.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,60,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-72.0,100,80,5GHz,[ESS][Unknown]
Second,60,Plainsboro-Public-Library,8a:15:14:53:49:40,-75.0,48,80,5GHz,[ESS][Unknown]
Second,60,DIRECT-C4-HP Color LJ 4301,26:6a:0e:58:e7:c4,-78.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,60,[Hidden],8a:15:14:53:3b:1f,-84.0,153,80,5GHz,[WEP][ESS][WEP]
Second,60,Plainsboro-Public-Library,8a:15:14:53:3b:10,-85.0,153,80,5GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:04:52:23:c0,-38.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:14:52:23:c0,-41.0,153,20,5GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:04:53:33:90,-52.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:04:53:49:70,-52.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:04:53:33:9f,-52.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-56.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:04:53:49:40,-56.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:04:53:3c:3f,-57.0,11,20,2.4GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,8a:15:04:51:e6:20,-57.0,1,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:04:53:3c:30,-58.0,11,20,2.4GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:04:53:49:4f,-58.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,8a:15:14:53:49:70,-61.0,157,40,5GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:14:53:33:9f,-62.0,36,80,5GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,8a:15:14:53:33:90,-62.0,36,80,5GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-63.0,108,80,5GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:14:53:49:7f,-63.0,157,40,5GHz,[WEP][ESS][WEP]
Second,61,CP1300-938B59,f8:a2:6d:93:8b:59,-63.0,2,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:14:51:e6:20,-66.0,149,20,5GHz,[ESS][Unknown]
Second,61,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-66.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,61,Plainsboro-Public-Library,8a:15:04:53:3b:10,-67.0,6,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:14:53:49:40,-69.0,48,80,5GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,8a:15:14:53:3c:30,-70.0,108,80,5GHz,[ESS][Unknown]
Second,61,[Hidden],8a:15:14:53:3c:3f,-71.0,108,80,5GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-76.0,1,20,2.4GHz,[ESS][Unknown]
Second,61,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-80.0,100,80,5GHz,[ESS][Unknown]
Second,61,[Hidden],da:55:b8:2d:e8:c4,-80.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,61,[Hidden],8a:15:14:53:3b:1f,-81.0,153,80,5GHz,[WEP][ESS][WEP]
Second,61,Plainsboro-Public-Library,8a:15:14:53:3b:10,-82.0,153,80,5GHz,[ESS][Unknown]
Second,61,DIRECT-C4-HP Color LJ 4301,26:6a:0e:58:e7:c4,-87.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,62,Plainsboro-Public-Library,8a:15:04:52:23:c0,-40.0,6,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:14:52:23:c0,-47.0,153,20,5GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:53:33:90,-48.0,6,20,2.4GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:04:53:33:9f,-51.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,62,CP1300-938B59,f8:a2:6d:93:8b:59,-55.0,2,20,2.4GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:04:53:49:7f,-55.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,62,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-55.0,6,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:53:49:70,-56.0,6,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:53:49:40,-60.0,6,20,2.4GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:04:53:3c:3f,-61.0,11,20,2.4GHz,[WEP][ESS][WEP]
Second,62,[Hidden],8a:15:04:51:e6:2f,-61.0,1,20,2.4GHz,[WEP][ESS][WEP]
Second,62,Plainsboro-Public-Library,8a:15:04:53:3c:30,-61.0,11,20,2.4GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:14:53:33:9f,-61.0,36,80,5GHz,[WEP][ESS][WEP]
Second,62,Plainsboro-Public-Library,8a:15:14:53:33:90,-61.0,36,80,5GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:51:e6:20,-63.0,1,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:14:51:e6:20,-65.0,149,20,5GHz,[ESS][Unknown]
Second,62,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-66.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,62,[Hidden],8a:15:14:53:49:7f,-67.0,157,40,5GHz,[WEP][ESS][WEP]
Second,62,[Hidden],8a:15:14:51:e6:2f,-67.0,149,20,5GHz,[WEP][ESS][WEP]
Second,62,Plainsboro-Public-Library,8a:15:14:53:49:70,-69.0,157,40,5GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:14:53:3c:30,-72.0,108,80,5GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:14:53:3c:3f,-73.0,108,80,5GHz,[WEP][ESS][WEP]
Second,62,[Hidden],da:55:a8:2d:e8:c4,-74.0,1,20,2.4GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,62,Plainsboro-Public-Library,8a:15:14:53:49:40,-74.0,48,80,5GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-75.0,108,80,5GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-75.0,100,80,5GHz,[ESS][Unknown]
Second,62,[Hidden],8a:15:04:53:3b:1f,-76.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,62,[Hidden],da:55:b8:2d:e8:c4,-76.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,62,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-77.0,1,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:52:1c:80,-78.0,11,20,2.4GHz,[ESS][Unknown]
Second,62,Plainsboro-Public-Library,8a:15:04:53:3b:10,-78.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:04:51:e6:2f,-43.0,1,20,2.4GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:04:51:e6:20,-44.0,1,20,2.4GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:14:51:e6:20,-49.0,149,20,5GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:04:53:33:9f,-57.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:04:53:33:90,-59.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:04:52:23:c0,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:04:52:23:cf,-61.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,63,[Hidden],8a:15:04:53:3c:3f,-63.0,11,20,2.4GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:04:53:3c:30,-63.0,11,20,2.4GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:04:53:49:40,-65.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:04:53:49:4f,-66.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:04:53:49:70,-68.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:14:53:3c:3f,-70.0,108,80,5GHz,[WEP][ESS][WEP]
Second,63,[Hidden],8a:15:14:53:49:7f,-71.0,157,40,5GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:14:53:3c:30,-71.0,108,80,5GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:14:52:23:c0,-71.0,153,20,5GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:14:53:49:70,-72.0,157,40,5GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:14:52:23:cf,-74.0,153,20,5GHz,[WEP][ESS][WEP]
Second,63,Plainsboro-Public-Library,8a:15:14:53:33:90,-74.0,36,80,5GHz,[ESS][Unknown]
Second,63,Link,a0:04:60:c4:40:b3,-76.0,3,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,63,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-77.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:14:53:49:40,-78.0,48,80,5GHz,[ESS][Unknown]
Second,63,CP1300-938B59,f8:a2:6d:93:8b:59,-78.0,2,20,2.4GHz,[ESS][Unknown]
Second,63,Plainsboro-Public-Library,8a:15:04:53:34:a0,-80.0,6,20,2.4GHz,[ESS][Unknown]
Second,63,[Hidden],8a:15:04:53:34:af,-82.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,63,ASUS17,7c:10:c9:a4:fc:a0,-88.0,9,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPA2 Personal]
Second,63,Verizon_44LJJS,78:67:0e:a4:12:bc,-90.0,48,80,5GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,64,Plainsboro-Public-Library,8a:15:04:53:33:90,-40.0,6,20,2.4GHz,[ESS][Unknown]
Second,64,[Hidden],8a:15:14:53:33:9f,-52.0,36,80,5GHz,[WEP][ESS][WEP]
Second,64,Plainsboro-Public-Library,8a:15:14:53:33:90,-55.0,36,80,5GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:04:51:e6:20,-55.0,1,20,2.4GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:04:52:23:c0,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:04:53:49:70,-62.0,6,20,2.4GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:14:51:e6:20,-63.0,149,20,5GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:04:53:3c:30,-63.0,11,20,2.4GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:14:52:23:c0,-63.0,153,20,5GHz,[ESS][Unknown]
Second,64,[Hidden],8a:15:14:52:23:cf,-65.0,153,20,5GHz,[WEP][ESS][WEP]
Second,64,[Hidden],8a:15:04:53:3c:3f,-65.0,11,20,2.4GHz,[WEP][ESS][WEP]
Second,64,Plainsboro-Public-Library,8a:15:04:53:49:40,-67.0,6,20,2.4GHz,[ESS][Unknown]
Second,64,[Hidden],8a:15:14:53:49:7f,-70.0,157,40,5GHz,[WEP][ESS][WEP]
Second,64,[Hidden],8a:15:04:53:49:4f,-71.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,64,Plainsboro-Public-Library,8a:15:14:53:49:70,-73.0,157,40,5GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:04:52:1c:80,-75.0,11,20,2.4GHz,[ESS][Unknown]
Second,64,CP1300-938B59,f8:a2:6d:93:8b:59,-77.0,2,20,2.4GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:14:53:3c:30,-78.0,108,80,5GHz,[ESS][Unknown]
Second,64,[Hidden],8a:15:14:53:3c:3f,-78.0,108,80,5GHz,[WEP][ESS][WEP]
Second,64,[Hidden],8a:15:14:53:49:4f,-79.0,48,80,5GHz,[WEP][ESS][WEP]
Second,64,Plainsboro-Public-Library,8a:15:14:53:49:40,-80.0,48,80,5GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-81.0,108,80,5GHz,[ESS][Unknown]
Second,64,Plainsboro-Public-Library,8a:15:14:52:1c:80,-83.0,149,80,5GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:04:51:e6:20,-43.0,1,20,2.4GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:04:51:e6:2f,-48.0,1,20,2.4GHz,[WEP][ESS][WEP]
Second,65,[Hidden],8a:15:14:51:e6:2f,-49.0,149,20,5GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:14:51:e6:20,-50.0,149,20,5GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:04:53:49:70,-60.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:04:53:33:90,-62.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:04:53:3c:3f,-64.0,11,20,2.4GHz,[WEP][ESS][WEP]
Second,65,[Hidden],8a:15:04:53:33:9f,-64.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:04:53:3c:30,-65.0,11,20,2.4GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:04:52:23:c0,-68.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:04:52:23:cf,-68.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,65,[Hidden],8a:15:14:53:49:7f,-70.0,157,40,5GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:14:53:3c:30,-71.0,108,80,5GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:14:53:49:70,-71.0,157,40,5GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:14:53:33:9f,-72.0,36,80,5GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:14:53:33:90,-72.0,36,80,5GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:14:53:3c:3f,-72.0,108,80,5GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:14:52:23:c0,-74.0,153,20,5GHz,[ESS][Unknown]
Second,65,Plainsboro-Public-Library,8a:15:04:53:49:40,-74.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:04:53:49:7f,-75.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,65,[Hidden],8a:15:04:53:49:4f,-80.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,65,Verizon_44LJJS,78:67:0e:a4:12:bb,-80.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,65,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-80.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,[Hidden],e2:55:7d:bc:13:6f,-80.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,65,Plainsboro-Public-Library,8a:15:14:53:49:40,-82.0,48,80,5GHz,[ESS][Unknown]
Second,65,[Hidden],8a:15:14:53:49:4f,-82.0,48,80,5GHz,[WEP][ESS][WEP]
Second,65,[Hidden],8a:15:04:53:34:af,-85.0,6,20,2.4GHz,[WEP][ESS][WEP]
